"News_name","News_url","News_News_text_name"
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","The Privy Council has now confirmed that parliament will be prorogued from September 12 to October 14, reducing the number of days that MPs will sit between now and the Brexit deadline on October 31."
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","Britain’s parliament is on its summer recess until 3 September, which leaves nine working days for MPs opposed to Johnson to pass legislation that would either extend or rescind Article 50, or call a vote of no confidence in the prime minister that could trigger a general election."
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","Johnson has claimed that his decision to call a Queen’s speech - which is read by Queen Elizabeth II and lays out the agenda of the new government - has nothing to do with Brexit, arguing that as a new prime minister he is expected to lay out his legislative agenda."
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","It is not unusual for the Queen's speech to be preceded with a suspension of parliament for between five and 20 days, or for parliament to go into recess in mid-September for the conference season."
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","But critics see the move as a ploy to muffle opposition to Brexit in the crucial weeks before October 31."
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","Johnson is expected to travel to Brussels on October 17 and 18, and the expectation is that he will return with a deal, which will then need to be approved by parliament. Given the choice between his deal or a no-deal on October 31, even his critics will likely choose the former."
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","Britain’s opposition has three options to stop Johnson in the parliamentary time that is left, says Tim Bale, professor of politics at the Queen Mary University of London."
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","As soon as parliament reconvenes they could push a piece of legislation that mandates the government to ask for an extension of Article 50."
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","Given that Johnson’s majority in parliament is currently just one MP, that attempt could pass if pro-Remain conservatives defect from the party."
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","They could also pass legislation that calls for the prime minister to revoke Article 50 altogether, stopping Brexit. This is less likely as it would hurt Labour MPs in pro-Brexit constituencies."
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","Lastly, they could call a vote of no confidence in Johnson which, if it passed, would likely trigger an election. This last option, says Bale, is probably the worst one."
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","“[This] might make a vote of no confidence slightly more likely - and I'm pretty sure that's what Johnson would like - but if they have any sense they will continue to steer away from that and not fall into his trap,” he said."
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'"
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","Corbyn on Johnson: British PM 'wants to run headlong into the arms of Donald Trump'"
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","'What a crazy time': Europe reacts to Johnson's parliament suspension plan for Brexit"
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","No-deal Brexit: everything you need to know"
"Boris Johnson suspends parliament: Can Brexit still be stopped?","https://www.euronews.com/2019/08/28/boris-johnson-suspends-parliament-can-brexit-still-be-stopped","Brexit Guide: where are we now?"
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","Boris Johnson denied that his plan to prorogue parliament for a Queen's Speech just days before Britain is due to leave the European Union is aimed at limiting opposition to his Brexit plans."
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","The UK PM announced on Wednesday that a new domestic legislative agenda will be set out in a Queen's Speech on October 14 — prompting outrage from across the political spectrum."
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","The timing means parliament will not sit from September 12, or as early as September 9, reducing the amount of time in which lawmakers could try to block a no-deal Brexit."
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","""There will be ample time"" for MPs to debate Brexit, Johnson insisted."
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","But the Speaker of the House of Commons, John Bercow called it a ""constitutional outrage."""
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","""However it is dressed up, it is blindingly obvious that the purpose of prorogation now would be to stop parliament debating Brexit and performing its duty,"" he told the BBC."
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","The queen approved the timetable after a meeting with her some of her official advisers, the Privy Council."
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","It comes a day after lawmakers opposed to a so called no-deal Brexit met to discuss ways they could use parliamentary procedure to force Johnson to seek a delay."
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","Sterling fell sharply, losing around a cent against the U.S. dollar and the euro, as investors took the news as a sign that a no-deal Brexit, and the prospect of a hit to Britain's economy, was more likely."
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","""We've got to move ahead now with a new legislative agenda,"" Johnson said in a recorded interview released to the media, adding that suggestions the timing was deliberate were ""completely untrue."""
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","An online petition against the move on the parliament's own website had attracted 260,000 signatures by late afternoon on Wednesday."
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","Philip Hammond, Britain's former finance minister and a senior figure in Johnson's ruling Conservative party, said the move was ""profoundly undemocratic."""
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","""It would be a constitutional outrage if parliament were prevented from holding the government to account at a time of national crisis,"" he wrote."
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","Tom Watson, the deputy leader of the Labour Party, said it was ""scandalous,"" adding: ""We cannot let this happen."""
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","Party leader Jeremy Corbyn was even more scathing."
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","""I am appalled at the recklessness of Johnson's government, which talks about sovereignty and yet is seeking to suspend parliament to avoid scrutiny of its plans for a reckless No Deal Brexit. This is an outrage and a threat to our democracy."""
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","Nicola Sturgeon, the first minister of Scotland, said Wednesday would go down as a ""dark one indeed for UK democracy."""
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","Parliament returns from its summer break on Tuesday and had been expected to sit for two weeks before breaking up again to allow political parties to hold their annual conferences."
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","Typically it begins sitting again in early October. A Queen's Speech on Oct. 14 delays parliament's return, leaving lawmakers with just over two weeks until Britain is due to leave the EU."
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","In a news release, the government said: ""The decision to end the current parliamentary session — the longest in close to 400 years and in recent months one of the least active — will enable the Prime Minister to put a fresh domestic programme in front of MPs for debate and scrutiny while also ensuring that there is good time before and after the European Council for Parliament to further consider Brexit issues."""
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","No-deal Brexit: everything you need to know"
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","Brexit Guide: where are we now?"
"UK parliament suspension: Critics slam Johnson's move as 'a constitutional outrage'","https://www.euronews.com/2019/08/28/johnson-to-ask-queen-to-extend-parliament-hiatus-limiting-moves-to-block-no-deal-brexit","Brexit: what is the Irish backstop and why does Boris Johnson want it ditched?"
"Hurricane Dorian: Storm strengthens to 'extremely dangerous' category","https://www.euronews.com/2019/08/31/hurricane-dorian-storm-strengthens-to-extremely-dangerous-category-four",""
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","Five people were dead and 21 injured Saturday after a motorist opened fire in random shootings around Odessa, Texas, police said."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","Three of the injured were law enforcement officers — a state trooper, an Odessa police officer and a Midland police officer,Chief Michael Gerke said at a news conference."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","""What a horrific day for Odessa,"" he said."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","'He's coming closer': Witness recalls shooter opening fire on family's car"
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","A senior law enforcement official briefed on the case and a spokesperson for the Texas Department of Public Safety said the shooter had a rifle that may have been a .223 AR-15 style weapon."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","Officials were also trying to determine whether the suspect had other weapons on him during the shooting or at his home."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","Gerke said the attack happened after the suspect, in a gold Honda, was the subject of a 3:17 p.m. traffic stop between Midland and Odessa. The trooper who stopped the suspect was shot, he said."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","As the suspect continued firing, one victim was shot at east Loop 338 and Interstate 20, Odessa police said in a statement late Saturday."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","The shooter continued west to Odessa, where he shot multiple people, the chief said."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","""The suspect continued shooting at innocent civilians all over Odessa,"" police said in the statement."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","The suspect then ditched the vehicle he was using and took a U.S. Postal vehicle to a local movie theater, Cinergy, where a shootout with law enforcement from multiple agencies took place, he said."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","""It has been confirmed that the active shooter was shot and killed at the Cinergy in Odessa,"" Odessa police said on Facebook. ""There is no active shooter at this time."""
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","Multiple people shot in Texas as police search for two active shooters"
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","Among the victims is a 17-month-old girl, apparently shot in the face, said Eric Finley, marketing director of Texas' UMC Health System. He said she was in satisfactory condition at a hospital in Lubbock."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","The Texas Department of Public Safety said in a statement that the state trooper and two officers were stabilized."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","President Donald Trump was briefed on the attacks and had been monitoring the situation, White House communications officials said."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","Gov. Greg Abbott called it a ""senseless and cowardly attack."""
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","The attack, the second mass shooting in Texas this month, prompted a round of calls for stricter gun laws from some hopefuls running for the Democratic nomination for president."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","U.S. Sen. Kamala Harris, D-Calif., said on Twitter, ""America is sick of this. We need to act."""
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","Former Congressman Beto O'Rourke of El Paso, Texas, where 22 people were killed in an Aug. 3 attack at a Walmart, tweeted, ""More information is forthcoming, but here's what we know: We need to end this epidemic."""
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","U.S. Sen Elizabeth Warren, D-Mass., said on Twitter that the violence makes her ""heartsick."" ""We've already lost far too many to gun violence-Congress must act now,"" she said."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","Mayor Pete Buttigieg of South Bend, Indiana, also called for stricter firearms rules."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","Entrepreneur Andrew Yang tweeted, ""We are better than this. We will do better for our kids."""
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","And California billionaire Tom Steyer called for ""emergency gun legislation."""
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","The chorus came as Texas, with the National Rifle Association cheering it on, has loosened up its own gun control laws, with some of the laxer regulations taking effect Sunday."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","The new laws will allow licensed handguns in houses of worship, and they'll let gun owners transport and store their weapons in parked vehicles on school grounds."
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","A car with a bullet hole in a window after a shooter allegedly opened fire on a highway between Odessa and Midland, Texas on Aug. 31, 2019.Ernst Villanueva / via AFP - Getty Images"
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","After initial reports of an active shooting in Odessa, police urged the public to get off the road ""and use extreme caution."""
"5 dead, 21 injured after motorist opens fire in Odessa, Texas","https://www.euronews.com/2019/09/01/5-dead-21-injured-after-motorist-opens-fire-in-odessa-texas","Midland police initially said on social media that they believed there were two shooters in two different vehicles. ""The two vehicles in question are: gold/white small Toyota truck and a USPS Postal Van."""
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","A man armed with a knife and a barbecue fork attacked passers-by at a metro station in the Lyon suburb of Villeurbanne on Saturday, killing a 19-year-old and injuring eight others, three of whom were critically wounded."
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","The suspect, whose motives are unexplained, was arrested and taken into police custody for ""murder and attempted murder,” the Lyon prosecutor's office told AFP."
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","A source close to the police said the man had told officers he was an Afghan national."
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","Authorities initially reported a second suspect on the run, but the prosecutor and a second police source later denied the existence of a second perpetrator."
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","The attack happened at 4.30 pm at Laurent Bonnevay metro station."
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","The suspect was initially detained by passers-by, including TCL transit workers."
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","“I sensed that something was not right and when I got to the lift I saw that some people had stopped someone,” a 39-year-old mother-of-one at the scene told Euronews."
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","“I saw some people in front of the lift who shouted at a man ‘stay there’ and ‘don’t move’. There were maybe three men who had stopped him, it wasn’t police.”"
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","She added: “I thought it was a robbery at first. Someone else, I’m not sure if it was a security guard, said to me: ‘Get away from here’. I saw a man with some blood on his t-shirt.”"
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","Among the injured, three were critical and five less seriously hurt, according to the prosecutor's office. In addition, 20 others were treated for shock."
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","""There was a gentleman at the 57 [bus] stop who started stabbing people in all directions,"" a young girl with a blood-stained tank top told AFP."
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","""He managed to touch, to open a person's stomach. He stabbed a guy in the head,” she cried."
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","The mayor of Lyon, Gérard Collomb, quickly went to the scene and called for people not to speculate about the nature of the attack."
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","He said the suspect had targeted ""people waiting for their buses in a high-traffic area"" and was on his trying to flee through the metro station when he was apprehended."
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","In May, a parcel bomb in the heart of Lyon wounded 14 people. France's third largest city has otherwise bemn spared by the unprecedented wave of jihadist attacks (251 dead) that have hit France since 2015."
"Stabbing attack in Lyon leaves one dead, eight injured","https://www.euronews.com/2019/08/31/two-man-stabbing-attack-in-lyon-leaves-one-dead-six-injured","The suspect in the bombing, a radicalized 24-year-old Algerian, Mohamed Hichem Medjoub, was indicted and imprisoned."
"Why are this weekend's state elections in Germany so significant?","https://www.euronews.com/2019/08/30/why-are-this-weekend-s-state-elections-in-germany-so-significant","As Brandenburg and Saxony head to the polls in elections on Sunday, all eyes will be on how the far-right Alternative for Germany (AfD) party performs in the eastern states."
"Why are this weekend's state elections in Germany so significant?","https://www.euronews.com/2019/08/30/why-are-this-weekend-s-state-elections-in-germany-so-significant","""It is possible these two results shake up the political system nationwide,"" Olaf Boehnke, Berlin Director & Senior Advisor at Rasmussen Global, told Euronews."
"Why are this weekend's state elections in Germany so significant?","https://www.euronews.com/2019/08/30/why-are-this-weekend-s-state-elections-in-germany-so-significant","Here's why."
"Why are this weekend's state elections in Germany so significant?","https://www.euronews.com/2019/08/30/why-are-this-weekend-s-state-elections-in-germany-so-significant","If for the first time in German history, AfD wins in state elections, it will send shockwaves to Berlin where the so-called ""grand coalition"" between Angela Merkel’s Christian Democrats (CDU/CSU) and the centre-left Social Democrats (SPD) is already on shaky ground."
"Why are this weekend's state elections in Germany so significant?","https://www.euronews.com/2019/08/30/why-are-this-weekend-s-state-elections-in-germany-so-significant","Saxony, home to four million inhabitants where 3.3 million are entitled to vote, less than a year ago saw the worst far-right riots in Germany for decades. They were triggered by the murder of 35-year-old resident Daniel Hillig."
"Why are this weekend's state elections in Germany so significant?","https://www.euronews.com/2019/08/30/why-are-this-weekend-s-state-elections-in-germany-so-significant","Read more: German court convicts Syrian over the stabbing that triggered Chemnitz riots"
"Why are this weekend's state elections in Germany so significant?","https://www.euronews.com/2019/08/30/why-are-this-weekend-s-state-elections-in-germany-so-significant","In Brandenburg, the state surrounding Berlin where two million of its citizens are eligible to vote on Sunday, the AfD has made waves over its use of campaign posters."
"Why are this weekend's state elections in Germany so significant?","https://www.euronews.com/2019/08/30/why-are-this-weekend-s-state-elections-in-germany-so-significant","One of the party's slogans for these state elections is ""Wende 2.0"". Wende (""turnaround"" in German) refers to the collapse of East German communism when the Berlin Wall fell in 1989 and the country was reunified a year later."
"Why are this weekend's state elections in Germany so significant?","https://www.euronews.com/2019/08/30/why-are-this-weekend-s-state-elections-in-germany-so-significant","Many have slammed the party for allegedly appropriating German history for their own gain."
"Why are this weekend's state elections in Germany so significant?","https://www.euronews.com/2019/08/30/why-are-this-weekend-s-state-elections-in-germany-so-significant","Read more: German far-right invokes 1989 spirit to woo voters in the east"
